ID,Answer
1402,司馬遷
1403,「反革命事件
1404,夫人王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,亞洲
1412,2000年
1413,重力作用
1414,桑
1415,波羅的海沿岸的前德國疆土被驅逐的難民在下薩克森邦落腳定居
1416,2013年2月28日
1417,1973年
1418,爭取民族權利
1419,明治大學
1420,腦
1421,10萬人
1422,元世祖
1423,抗佝[UNK]病維他命
1424,馬來-玻里尼西亞語族
1425,45
1426,預算限制
1427,意識型態
1428,公元前3500年左右美索不達米亞的蘇美爾人
1429,元代
1430,43人
1431,限制性消化
1432,何無忌
1433,伸展台模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,1986年
1442,《麥凱警長》
1443,遠古百越族
1444,省級公園
1445,米高彭博
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,作為歷史博物館
1450,阿內加達島
1451,低可偵測性
1452,外國不可能介入內戰
1453,南朝鮮
1454,東南亞南島民族。成為後來的查莫洛人。古代查莫洛社會分為四個階層從上到下為酋長
1455,僱傭保險
1456,日本
1457,大學
1458,九龍灣
1459,廣州
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,華盛頓會議
1469,主體史學
1470,心室底壁組織
1471,1662年
1472,1884年
1473,第二產業
1474,俄羅斯
1475,約翰遜
1476,總能量
1477,政治體制並不是經典的共產黨一黨體制
1478,曹議金
1479,查亞峰
1480,正德十一年
1481,瘟疫四竄
1482,法國
1483,喜馬拉雅山
1484,通過與國大黨的合作要求英國廢止劃分孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,1992年
1489,北角
1490,新界原居民
1491,蔣中正
1492,大和國
1493,佛教
1494,[UNK]以下的聲音對基底膜的影響
1495,無性生殖
1496,黑色
1497,為免兩國爆發戰爭
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,鋤草祭
1502,[UNK]-15戰鬥機
1503,2013
1504,為迎接2010年上海世界博覽會的召開
1505,1980年
1506,1958年
1507,俄羅斯
1508,南方墨點法
1509,路易斯一世
1510,《時代》
1511,極權主義
1512,《布列斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,布列塔尼半島美國石油公司
1515,後燃器
1516,曼諾球場
1517,東吳
1518,海煤
1519,自體授粉時
1520,1929年
1521,想取快錢
1522,江南代牧區
1523,保羅加德納艾倫
1524,陸秀夫
1525,福建人
1526,南斯拉夫內戰
1527,《塘沽協定》
1528,烏蘭烏德
1529,1897年
1530,賓拉登
1531,2003年3月4日
1532,為了降低成本
1533,這些決策局的重組方式
1534,杭州[UNK]橋機場
1535,汪達爾人
1536,康邊停戰協定
1537,管理所屬行政區域的地方官員
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,茶峒鎮
1545,需要反推進火箭來進行軟登陸
1546,惠金斯原理
1547,黑龍江
1548,波士頓理工
1549,兩年
1550,2010年
1551,為了便於管理漢地
1552,喬托號
1553,以各組織估計平均數字，以每年4200宗宣判死刑案件起算
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,中國
1559,《刑部大理寺狀》
1560,澳大利亞新南威爾斯州
1561,年齡
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,毛
1565,韓國
1566,藍屋
1567,薩伊
1568,10萬
1569,五個
1570,張三祿
1571,15世紀
1572,文藝喜劇片
1573,劉琮
1574,高血壓
1575,北燕
1576,《中華人民共和國全民所有制工業企業法》
1577,試圖平衡人類和各種自然系統的關係，能夠讓各個成分取得合適的可持續性發展地位
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,希臘語
1587,西班牙
1588,神經源性
1589,加拿大
1590,七個
1591,安定
1592,香港
1593,乾旱
1594,《內戰記》
1595,新北市
1596,甲午戰爭
1597,政府採取反共措施
1598,1910年
1599,西里爾字母
1600,1935年
1601,《越南-葡萄牙-拉丁語字典》
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,增加西側的空曠程度
1607,俄羅斯
1608,蘇聯
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,狄托主義
1616,學權部
1617,2002年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,北宋
1623,米高梅
1624,1988年
1625,「記錄」號
1626,英國
1627,耶穌會
1628,冷戰期間
1629,鐵鉉
1630,張伯倫
1631,《義勇軍進行曲》
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,賀知章
1635,犯人流放之地
1636,漢化
1637,恆星
1638,貝加爾湖
1639,厄德
1640,古希臘
1641,當時儒教興盛
1642,巴夏禮拒收
1643,克里斯蒂安尼亞
1644,無限制潛艇戰
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1937年
1648,普法戰爭
1649,博尼法斯二世
1650,約翰·莫根
1651,在室溫時的氧化緩慢，所以一般視為具有耐腐蝕性
1652,1835年
1653,咖啡因
1654,「中國應該統一」
1655,1972年
1656,用於保衛大都，衛設都指揮史或率史
1657,汪精衛
1658,體育部
1659,斜方晶八面體
1660,直系
1661,水牛城勇士
1662,孫中山
1663,七月十一
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]
1667,俄羅斯
1668,16世紀
1669,潮濕的大陸性氣候帶
1670,染色體倍數減半的生殖細胞
1671,猶太人
1672,李白
1673,德克薩斯州石牆郡
1674,皖系軍閥
1675,清廣東水師提督
1676,1888年
1677,1967年
1678,奧古斯都
1679,哲布尊丹巴
1680,丁[UNK]
1681,將原「布政司署」改稱為「政府總部」
1682,1861年2月9日
1683,閏3月19日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,平衡
1688,周文公
1689,參議院
1690,重要的財源
1691,盧安達法郎
1692,皖浙贛獨立團
1693,德川家康
1694,美國在1873年爆發的經濟蕭條
1695,世族
1696,1853年
1697,銅鑼灣至太古
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,中山市
1703,清帝國
1704,諸葛亮
1705,江河級驅逐艦
1706,2015年
1707,21473平方公里
1708,傳教士
1709,颶風
1710,世界氣象組織
1711,衣服布料
1712,海河流域
1713,旭烈兀
1714,700家
1715,第九屆中國溧陽茶葉節
1716,全市綠化比例高
1717,請求拿回兵權
1718,澳大利亞
1719,和林哈拉
1720,5月20日
1721,7980年
1722,2010年
1723,青島海軍基地
1724,姑臧
1725,各公司統一使用的名稱
1726,張作霖
1727,波蘭進入戰時狀態，實行軍事管制
1728,西方遊客
1729,視網膜神經節細胞
1730,徐世昌
1731,宋美齡
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合關係
1743,因為輕駕馬車比賽在印第安納州有著悠久的歷史
1744,英國
1745,它違反《憲法》、《立法法》、《行政處罰法》及中國簽署的國際人權條約，使公民的人身權利不經審判被剝奪，同時沒有救濟的渠道
1746,《劃一現行各道地方行政官廳組織令》
1747,論語疏
1748,柏林封鎖解除後沒多久
1749,蒸汽膨脹
1750,曹議金
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,八篇書
1756,德軍
1757,薩爾
1758,路易十四
1759,合作派
1760,心理疾病
1761,倫敦煙霧事件
1762,1個
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義設計
1768,1828年
1769,第三名
1770,興大學生會
1771,西安招待所
1772,1349年
1773,湯瑪斯傑佛遜
1774,新春期間
1775,郵值標籤
1776,席哈克略皇帝
1777,1990年10月3日
1778,宙斯
1779,農耕節
1780,俄國革命
1781,為了制衡德軍
1782,王猛
1783,西洋棋殘局
1784,敵我矛盾
1785,獨立性
1786,愷撒
1787,一百億年
1788,湖熟
1789,英國
1790,木星的四顆伽利略衛星中最靠近木星
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,烏托邦
1796,法家
1797,五個
1798,通古斯地區過於偏遠。
1799,安大略湖
1800,羊肉
1801,首爾
1802,劉駿
1803,將部分河水導入恆河運河
1804,雙重匯率制度
1805,美國
1806,故我
1807,意識形態的原因
1808,59歲
1809,法國
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯二世
1816,外省人
1817,關西
1818,甲醇
1819,太祖王
1820,牛隻列印問題
1821,英國
1822,隱遁鄉里，終生不願意出仕
1823,中華人民共和國
1824,1590年
1825,1941年
1826,細胞核
1827,放氣減壓
1828,發生十月革命
1829,俄羅斯
1830,劉少奇為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮中來
1831,幅員遼闊，選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,文化
1835,超過9倍太陽質量
1836,赫伯特·喬治·威爾斯
1837,純的硫是黃色的晶體
1838,「資產負債表」
1839,德川家康
1840,日本
1841,−14.2等
1842,[UNK]清光緒元年沈葆楨奏請添設臺北府，始有「臺北」之稱，蓋以位居台灣北部
1843,韓
1844,1789年
1845,下薩克森邦邦政府
1846,泰勒斯
1847,32.8%
1848,辭職
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,一百多年
1856,1970年
1857,雲南
1858,14世紀末至20世紀初
1859,電子郵票
1860,儒字
1861,突厥
1862,剛果民主共和國、盧安達和蒲隆地交界，南與馬拉威和莫三比克毗連，西南與尚比亞
1863,俄國
1864,成熟階段
1865,性
1866,吠陀梵語
1867,1950年代
1868,古埃及人
1869,湯·韋迪加
1870,托木斯克州
1871,丹都洛總督
1872,民用航太
1873,706萬
1874,中國通俗文化
1875,伊莉莎白
1876,義大利
1877,2000年
1878,1932年
1879,製導
1880,路易-菲利普
1881,阿布巴卡爾
1882,台北曲藝團
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,翟中和
1886,1924年
1887,德國財政局
1888,30
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,請師
1894,光化學煙霧
1895,藍營
1896,國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三名
1900,中日甲午戰爭
1901,金門
1902,電氣化鐵路
1903,《資治通鑑》
1904,2006年
1905,中華民國實業部
1906,1966年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1980年代
1911,1815年
1912,甘迺迪
1913,阮攸
1914,孟德爾定律
1915,議會制
1916,2005年
1917,喇嘛教
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,魔獸世界
1922,克倫威爾路
1923,《渡假留香》
1924,日本
1925,黃鐵礦有半導體的特性
1926,俄羅斯帝國
1927,水門事件
1928,中山
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1917年
1936,五倍
1937,風能
1938,艾森豪
1939,3400萬
1940,雙反
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,硫化氫
1946,理學
1947,1998年
1948,民國時期
1949,毛澤東
1950,1950年
1951,高輻射的環境
1952,維基媒體
1953,二氧化碳
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,1998年2月
1959,全市常住人口
1960,半熱帶加勒比海
1961,1455年
1962,鄧穎超
1963,代表宇宙秩序
1964,傳統音樂
1965,為了提防燕王謀反
1966,法國
1967,土耳其
1968,恢復市場的功能
1969,北非的希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,斷罰出征，並全征燒埋銀」
1974,1901年
1975,十八歲
1976,近年
1977,端午節
1978,阿布海兒汗時代
1979,維持超音速巡航
1980,1312年
1981,1970年
1982,30℃
1983,以色列
1984,無性別的宦官與宮女的結合
1985,兩個
1986,對日抗戰
1987,1989年
1988,阿忽台
1989,天文學家
1990,毛澤東
1991,美國
1992,大赦國際
1993,2014年12月
1994,中部科學園區
1995,台北市立體育場
1996,曹議金
1997,冷戰期間
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,《一種美味》
2002,馬爾吉特
2003,金黃飽滿
2004,移民實邊
2005,水軍
2006,中國青年黨
2007,矽燃燒過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,1950-1980
2011,著陸
2012,有感於本人對基本人權的認識
2013,喬治•赫伯特•沃克•布希
2014,幾何學
2015,1967年
2016,風之國度
2017,蠻族事務局
2018,噶爾丹
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,猶太人
2023,光度
2024,克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,「喬治亞
2029,1835年
2030,六四天安門事件
2031,定向天線
2032,通俗的
2033,每秒30轉
2034,在伯利恆修道院，哭泣的說：「征服了整個世界的城市，現在給人征服了！」。焦慮的無法工作，並且相信敵基督將會出現
2035,2000年
2036,1987年
2037,洪堡
2038,1847年
2039,唐玄宗
2040,1968年
2041,不動產
2042,因其英文縮寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ」
2043,林肯總統
2044,風景怡人
2045,元末民變
2046,擁有加拿大全年最晴朗天空
2047,上尉
2048,1599年
2049,3個
2050,香港國際機場
2051,暴力革命
2052,段祺瑞召回北京，10月25日段
2053,普魯士
2054,高句麗
2055,西伯利亞鐵路
2056,溧陽
2057,學會部
2058,富蘭克林·德拉諾·羅斯福
2059,科什圖尼察
2060,1600個
2061,確立婦女投票權
2062,500毫升
2063,古代
2064,民國十四年
2065,蒙古人
2066,正德十一年
2067,閏盤
2068,北愛爾蘭
2069,[UNK]國際2011年進行的一項調查
2070,毛澤東
2071,得知蒙哥於南征南宋時去世
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,組織了一個赴中國的葡萄牙使團，參見明朝皇帝
2076,2次
2077,1924年
2078,梁啟超
2079,白銀
2080,洋馬兒
2081,三世紀危機
2082,1米93
2083,鹿兒島
2084,外傭
2085,縱貫鐵路山線段
2086,《1875年公共健康法》
2087,傑米尼安諾·蒙塔納利
2088,香港本土非逃港者
2089,柏拉圖
2090,教法
2091,消耗戰中，導致物資與工業能力皆落於美國的日本戰敗
2092,菲利浦五世
2093,阿爾卑斯山
2094,第一連連長
2095,1984年
2096,何鳳山
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,阿爾法
2102,20世紀
2103,草本
2104,涵元殿
2105,赫特維希
2106,1971年
2107,英國
2108,段祺瑞
2109,增強孩子免疫
2110,民國18年
2111,年降雨量
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,南亞
2117,婆羅摩笈多
2118,貝聿銘
2119,世界的中心
2120,第53
2121,工業革命
2122,江南代牧區
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,林登·貝恩斯·詹森出生於佩德納萊斯河，德克薩斯州石牆郡的小農莊，他是五個孩子中最大的。他的父母小山繆·伊爾·詹森和利百加·貝恩斯育有三個女孩和兩個男孩：詹森
2128,[UNK]-16
2129,泰國
2130,《麥健時報告書》
2131,江蘇
2132,朱齡石
2133,中共中央副主席
2134,毒氣
2135,連接子
2136,普洱專區
2137,僱傭安定
2138,英國倫敦溫布頓
2139,國君身邊的齊泰
2140,1529年
2141,佐世保重工業
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,香港日治時期
2147,聯邦儲備系統
2148,1925年
2149,由新界鄉村的代表組成
2150,德國
2151,亞熱帶
2152,1975年
2153,日本
2154,反共思想
2155,韓國
2156,第二個地點為俄羅斯車里雅賓斯克
2157,王藍
2158,胡錦濤
2159,東晉元帝
2160,最低層
2161,漢文
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,共和黨
2167,通惠河
2168,薩繆爾
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,將兩國國界以黑龍江為基本界限劃清
2174,「永興」
2175,雲南省
2176,美國
2177,土地改革
2178,林邑王陽邁一世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,泰勒斯
2187,國家地質總局
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,一省
2192,恆河
2193,非婚生
2194,初中
2195,最佳演唱團體獎」
2196,胡氏
2197,防火能力
2198,現代精神醫學
2199,機炮
2200,寧古塔副都統
2201,德國柏林影展
2202,接合
2203,第三心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,北源沮水
2211,吠陀梵語
2212,受道家老子思想的用詞影響，以格義方式漢譯而成
2213,女性模特兒
2214,印第安納大學俱樂部
2215,雷達吸波
2216,1960年代
2217,福爾摩沙高速公路
2218,高科技產業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭教
2223,一年
2224,熔化宮中的金銀器皿，鑄造貨幣
2225,985工程
2226,2002年
2227,620年
2228,民國2年2月25日
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,奧勒良
2234,1957年
2235,1929年
2236,《禁書目錄》
2237,心室底壁組織
2238,菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,超音速
2242,[UNK]-29
2243,日本
2244,民國37年
2245,模擬別人的言行，後發展為象聲
2246,1897年
2247,艾薩克·牛頓
2248,印尼
2249,民國十六年
2250,荊州
2251,摩利爾法學院
2252,22個
2253,克里米亞戰爭
2254,國防部
2255,北京
2256,1945年
2257,倭寇
2258,閉關鎖國
2259,1972年
2260,2013年
2261,史達林
2262,綏芬河
2263,1918年
2264,水委一
2265,非金屬類材料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,頭
2271,賓夕法尼亞州大學
2272,二氧化碳
2273,穀類作物
2274,毛奇
2275,[UNK]
2276,後代
2277,熱帶雨林氣候
2278,王白駒
2279,劉備
2280,第二心音
2281,咸康七年
2282,全金屬
2283,道格拉斯
2284,玉米
2285,拜占庭帝國
2286,五個
2287,民國25年
2288,松花江
2289,墨西哥
2290,趙匡胤
2291,喬托號
2292,2008年
2293,南北韓高級別會談機制
2294,紅水河
2295,新蒙古人種
2296,斯芬·佩斯
2297,2001年
2298,大道東附近
2299,6.6千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,總督
2303,2008年
2304,29.48萬人
2305,1982年
2306,鞏高峰
2307,尚吉巴
2308,12個
2309,西伯利亞
2310,櫻花大道
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,僑州郡縣
2314,修飾手法
2315,官僚主義者
2316,刺史
2317,心臟
2318,1180年
2319,三歲
2320,失眠
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,產婦之前有無生產
2328,校園一卡通
2329,第18
2330,漳州協守
2331,[UNK]
2332,外國人
2333,何應欽
2334,金銀珠寶
2335,1919年
2336,1939年
2337,供寄遞郵件貼用的郵資憑證
2338,頻寬
2339,意義上更為可貴
2340,白河
2341,空軍
2342,音樂
2343,《四十二章經》
2344,阿爾杜伊尼卡家族
2345,工業發展
2346,海因利希・弗格勒
2347,第5套
2348,景洪市
2349,韓國憲法
2350,為爭取陽光
2351,《失落的故事集》
2352,1918年
2353,1563米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,夜間攔截任務
2359,1999年
2360,威廉·馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2013年
2365,朱德
2366,其急公好義，誅惡官，攜妹出海逃亡，遭水軍追捕，不願被俘而自沉
2367,漢武帝時期
2368,1963年
2369,東經116度27分
2370,英籍工程師西排立
2371,主語+謂語+賓語
2372,主序帶
2373,電磁波理論
2374,德國財政局
2375,1938年
2376,2014年
2377,已消失
2378,2007年
2379,法國
2380,向世人展現了腓特烈大帝的軍事天才
2381,斯托克港
2382,了鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教
2388,1218年
2389,918年
2390,北非作戰階段
2391,依法治國
2392,1987年
2393,[UNK]連線酶
2394,金軍
2395,準決賽
2396,由1名球手與2名球手對打
2397,球皺褶
2398,梁[UNK]
2399,40年
2400,2901.3平方公里
2401,桃園市
2402,郭守時
2403,區域地質調查及礦產普查
2404,，大陸冷氣團南下，有強烈東北季風吹襲
2405,「學習偉大領袖毛澤東」
2406,19世紀
2407,檀君古朝鮮
2408,康熙帝
2409,楊亨燮
2410,清宣宗時代
2411,蒙漢兩元政治
2412,黑色貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,顯性文明
2417,1972年
2418,摩門教
2419,分裂
2420,社會輿論
2421,1603年
2422,一分
2423,火山國家公園
2424,2005年
2425,客運與貨運市場的逐漸成長
2426,新石器時代
2427,孔齊
2428,傑克·基爾比
2429,1958年
2430,世界氣象組織
2431,通貨膨脹
2432,1960年代
2433,布政司署
2434,[UNK]
2435,天主教
2436,食品業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里/小時
2441,仙台市
2442,史和平
2443,蓋銷
2444,哈爾濱
2445,2000年
2446,義和團事變
2447,混合苦膽的酒
2448,建文二年
2449,關島組織法
2450,2008年
2451,邊防具體業務工作
2452,彼得二世
2453,19世紀晚期
2454,商業貿易中徵收的關稅和貿易稅
2455,合不勒汗
2456,高句麗
2457,元朝
2458,民國15年
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,糧食
2463,哈德遜河
2464,全國地圖
2465,民國3年6月24日
2466,投保人
2467,主序帶的階段
2468,約翰·坎貝爾
2469,港島區
2470,1221年
2471,阿得雷德
2472,《中華人民共和國憲法》
2473,二十歲
2474,雙打比賽
2475,中村法道
2476,高要
2477,鐵穆爾
2478,391年
2479,英國精神醫學期刊
2480,1849年
2481,1260年
2482,13小時
2483,氦
2484,新校地
2485,忽必烈
2486,巴西爾二世
2487,黑死病
2488,5月23日
2489,卡胡盧伊
2490,硫化物
2491,氮化硫
2492,三屆
2493,1972年
2494,都市計劃
2495,色指數
2496,日本
2497,無痛分娩
2498,6位
2499,司馬休之
2500,煤煙消除會
2501,公民化
2502,宏碁
2503,國民政府時期
2504,傑克·基爾比
2505,傻瓜塔
2506,代王
2507,五桂山區
2508,匹茲堡
2509,威廉·赫歇爾
2510,市區改正計劃
2511,《動員戡亂時期臨時條款》
2512,阿穆爾河
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品
2517,7%
2518,韓國
2519,創下於紅館舉行演唱會最高場數紀錄
2520,莫斯科
2521,泰國
2522,農民階層
2523,孔恩
2524,索契
2525,比利時
2526,重慶理工大學
2527,支持臺灣獨立
2528,足利尊氏
2529,托木斯克
2530,葛摩
2531,1905年
2532,《臺灣自救運動宣言》
2533,詳細規劃
2534,十億年
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,「南極條約協商會議」
2540,布里亞特人
2541,建炎二年
2542,民國8年
2543,1849年
2544,前279年
2545,中國大陸
2546,西元前1534年
2547,庫納巴拉班
2548,1899年
2549,釋迦牟尼
2550,1960年代
2551,1640年
2552,交通不便
2553,威尼斯人
2554,東涌線
2555,梅艷芳是女低音
2556,1850年6月1日
2557,1999年
2558,2005年9月23日
2559,宋代
2560,國家預防腐敗局
2561,許多機種都有噪音過大的問題
2562,大學生研究計劃」
2563,明治三十九年
2564,1994年
2565,王亞南
2566,石水渠街
2567,八零年代
2568,1233年
2569,日本
2570,瑞派克路
2571,晶片廠
2572,第二代
2573,黨委
2574,康熙三十二年
2575,重工業
2576,中央印製廠
2577,1952年
2578,十二月屠殺的事件中，多達15位的政治反對領袖遭到執政政府的暗殺
2579,驅逐艦
2580,俄國內戰
2581,張成澤
2582,為了特定場合
2583,公元1世紀
2584,1981年
2585,新臺北／臺北／北部新設之市」的涵義
2586,二氧化硫
2587,紹興十一年
2588,烈女義坑
2589,調節氣溫
2590,日本青年社
2591,廣東籍
2592,羅馬帝國
2593,自由派
2594,1990年代
2595,秋明州
2596,倫敦煙霧事件
2597,加州
2598,自由
2599,韓國
2600,不穩定性
2601,常於9－10月回到黑龍江、烏蘇里江等河中產卵
2602,亨利克萊
2603,歐美國家
2604,濟州島
2605,赫爾伯特·查普曼
2606,噪音過大
2607,廿八歲
2608,濟南
2609,2016年
2610,「印度國民軍士兵大審判」
2611,榮休教宗
2612,美日
2613,2比1
2614,美利堅合眾國眾議院為美國國會兩院之一，另一院為參議院
2615,1861年
2616,1991年
2617,臺灣
2618,1953年12月
2619,白[UNK]紀滅絕事件
2620,2003年3月4日
2621,曼莫漢·辛格
2622,刺激性
2623,七七事變
2624,激進黨
2625,1895年
2626,99年12月25日
2627,萊茵魯爾
2628,昭陽湖
2629,拒絕投降
2630,慈禧皇太后
2631,滿分1600分
2632,狄拉克
2633,失分
2634,第一次鴉片戰爭
2635,特殊黨員
2636,中國
2637,蔡素玉
2638,美國
2639,工藝
2640,「鄧小平建設有中國特色社會主義理論」
2641,2008年
2642,4個
2643,溫州
2644,下薩克森邦
2645,《宅地法》
2646,中途公園
2647,駐越美軍
2648,燈罩
2649,高房價
2650,1848年
2651,2016年9月30日
2652,定性分析幸福
2653,解放軍
2654,1946年
2655,伊斯蘭教
2656,東勝寺一役
2657,8月
2658,伊斯蘭教蘇菲派一神論
2659,暴雪娛樂公司
2660,第二次世界大戰
2661,歐洲人
2662,理論心理學
2663,西方墨點法
2664,136.03萬人
2665,唐朝
2666,機槍
2667,克列孟梭
2668,240℃下
2669,國家邊海防委員會
2670,溥佳
2671,中部科學園區
2672,1803年
2673,特瓦族
2674,日本早期佛教藝術
2675,麻州
2676,杜林
2677,庫侖阻力
2678,沒有完整校舍
2679,「一邊一國」
2680,耶穌會
2681,西塞羅
2682,蘇聯民族事務人民委員部
2683,土地改革政策
2684,土耳其
2685,2013年
2686,忠孝橋
2687,摩根
2688,1960年
2689,高崗
2690,1930年
2691,海水淡化
2692,大學
2693,台灣小百岳
2694,爭議性
2695,1779年
2696,印尼
2697,人本主義
2698,首爾塔洞公園
2699,全蒙古是中國的一部分
2700,英國
2701,機械電視
2702,3%
2703,8200年
2704,普法戰爭
2705,什錦麵
2706,供給創造需求
2707,中東
2708,民國三十八年
2709,陳誠
2710,土魯斯
2711,鮭魚
2712,中國大陸
2713,甘蔗
2714,不滿北條氏專制政權
2715,第一個用戶嘗試儲存網頁時
2716,約翰·福特
2717,昆明公交公司
2718,2010年
2719,巴洛克風格
2720,群眾專政
2721,2008年
2722,納粹黨
2723,清政府
2724,拿破崙
2725,因戰時的盟軍破壞
2726,漢魏故城
2727,1920年代
2728,東北易幟
2729,威廉一世
2730,微波訊號
2731,第1668號
2732,1702年
2733,渦輪葉片的耗損提高許多
2734,新加坡
2735,同盟國
2736,1944年
2737,標準中文
2738,西英格蘭大學
2739,河運
2740,伏爾加河
2741,國際動物命名委員會
2742,黃金自由貿易
2743,施耐庵
2744,集中式太陽能發電站
2745,大韓帝國
2746,用於在郵件被寄出前，證明寄郵人已支付全部或部分傳遞費用
2747,第265任
2748,第一條公共蒸汽鐵路
2749,死亡
2750,40人
2751,阿拉瓦克印第安人
2752,皇后大道東一帶
2753,[UNK]鐵路公司
2754,極端設計
2755,12個
2756,蘿蔔糕
2757,伽利略
2758,1875年
2759,裏海
2760,1863年
